"","Title","Author","Subject","Abstract","Meta"
"82","Statistics of Feynman amplitudes in $ϕ^4$-theory","Paul-Hermann Balduf","High Energy Physics - Theory (hep-th)","The amplitude of subdivergence-free logarithmically divergent Feynman graphs in $\phi^4$-theory in 4 spacetime dimensions is given by a single number, the Feynman period. We numerically compute the periods of 1.3 million completed graphs, this represents more than 33 million graphs contributing to the beta function. Our data set includes all primitive graphs up to 13 loops, and non-complete samples up to 18 loops, with an accuracy of ca. 4 significant digits. We implement all known symmetries of the period in a new computer program and count them up to 14 loops. Combining the symmetries, we discover relations between periods that had been overlooked earlier. All expected symmetries are respected by the numerical values of periods. We examine the distribution of the numerically computed Feynman periods. We confirm the leading asymptotic growth of the average period with growing loop order, up to a factor of 2. At high loop order, a limiting distribution is reached for the amplitudes near the mean. A small class of graphs, most notably the zigzags, grows significantly faster than the mean and causes the limiting distribution to have divergent moments even when normalized to unit mean. We examine the relation between the period and various properties of the underlying graphs. We confirm the strong correlation with the Hepp bound, the Martin invariant, and the number of 6-edge cuts. We find that, on average, the amplitude of planar graphs is significantly larger than that of non-planar graphs, irrespective of $O(N)$ symmetry. We estimate the primitive contribution to the 18-loop beta function of the $O(N)$-symmetric theory. We find that primitive graphs constitute a large part of the beta function in MS for $L\rightarrow \infty$ loops. The relative contribution of planar graphs increases with growing $N$ and decreases with growing loop order $L$.","Mon, 22 May 2023 21:51:44 UTC (5,903 KB)[v2] Sun, 29 Oct 2023 17:29:30 UTC (6,782 KB)"
"83","QHDL: a Low-Level Circuit Description Language for Quantum Computing","Gilbert Netzer, Stefano Markidis","Emerging Technologies (cs.ET)","This paper proposes a descriptive language called QHDL, akin to VHDL, to program gate-based quantum computing systems. Unlike other popular quantum programming languages, QHDL targets low-level quantum computing programming and aims to provide a common framework for programming FPGAs and gate-based quantum computing systems. The paper presents an initial implementation and design principles of the QHDL framework, including a compiler and quantum computer simulator. We discuss the challenges of low-level integration of streaming models and quantum computing for programming FPGAs and gate-based quantum computing systems.","Tue, 16 May 2023 13:18:27 UTC (105 KB)"
"84","Automatic Differentiation in Prolog","Tom Schrijvers, Birthe van den Berg, Fabrizio Riguzzi","Programming Languages (cs.PL)","Automatic differentiation (AD) is a range of algorithms to compute the numeric value of a function's (partial) derivative, where the function is typically given as a computer program or abstract syntax tree. AD has become immensely popular as part of many learning algorithms, notably for neural networks. This paper uses Prolog to systematically derive gradient-based forward- and reverse-mode AD variants from a simple executable specification: evaluation of the symbolic derivative. Along the way we demonstrate that several Prolog features (DCGs, co-routines) contribute to the succinct formulation of the algorithm. We also discuss two applications in probabilistic programming that are enabled by our Prolog algorithms. The first is parameter learning for the Sum-Product Loop Language and the second consists of both parameter learning and variational inference for probabilistic logic programming.","Sat, 13 May 2023 09:34:53 UTC (41 KB)"
"85","Understanding Automatic Differentiation Pitfalls","Jan Hückelheim, Harshitha Menon, William Moses, Bruce Christianson, Paul Hovland, Laurent Hascoët","Numerical Analysis (math.NA)","Automatic differentiation, also known as backpropagation, AD, autodiff, or algorithmic differentiation, is a popular technique for computing derivatives of computer programs accurately and efficiently. Sometimes, however, the derivatives computed by AD could be interpreted as incorrect. These pitfalls occur systematically across tools and approaches. In this paper we broadly categorize problematic usages of AD and illustrate each category with examples such as chaos, time-averaged oscillations, discretizations, fixed-point loops, lookup tables, and linear solvers. We also review debugging techniques and their effectiveness in these situations. With this article we hope to help readers avoid unexpected behavior, detect problems more easily when they occur, and have more realistic expectations from AD tools.","Fri, 12 May 2023 15:17:11 UTC (1,470 KB)"
"86","Humans are Still Better than ChatGPT: Case of the IEEEXtreme Competition","Anis Koubaa, Basit Qureshi, Adel Ammar, Zahid Khan, Wadii Boulila, Lahouari Ghouti","Software Engineering (cs.SE)","Since the release of ChatGPT, numerous studies have highlighted the remarkable performance of ChatGPT, which often rivals or even surpasses human capabilities in various tasks and domains. However, this paper presents a contrasting perspective by demonstrating an instance where human performance excels in typical tasks suited for ChatGPT, specifically in the domain of computer programming. We utilize the IEEExtreme Challenge competition as a benchmark, a prestigious, annual international programming contest encompassing a wide range of problems with different complexities. To conduct a thorough evaluation, we selected and executed a diverse set of 102 challenges, drawn from five distinct IEEExtreme editions, using three major programming languages: Python, Java, and C++. Our empirical analysis provides evidence that contrary to popular belief, human programmers maintain a competitive edge over ChatGPT in certain aspects of problem-solving within the programming context. In fact, we found that the average score obtained by ChatGPT on the set of IEEExtreme programming problems is 3.9 to 5.8 times lower than the average human score, depending on the programming language. This paper elaborates on these findings, offering critical insights into the limitations and potential areas of improvement for AI-based language models like ChatGPT.","Wed, 10 May 2023 08:16:46 UTC (2,409 KB)"
"87","Can ChatGPT Pass An Introductory Level Functional Language Programming Course?","Chuqin Geng, Yihan Zhang, Brigitte Pientka, Xujie Si","Computers and Society (cs.CY)","The recent introduction of ChatGPT has drawn significant attention from both industry and academia due to its impressive capabilities in solving a diverse range of tasks, including language translation, text summarization, and computer programming. Its capability for writing, modifying, and even correcting code together with its ease of use and access is already dramatically impacting computer science education. This paper aims to explore how well ChatGPT can perform in an introductory-level functional language programming course. In our systematic evaluation, we treated ChatGPT as one of our students and demonstrated that it can achieve a grade B- and its rank in the class is 155 out of 314 students overall. Our comprehensive evaluation provides valuable insights into ChatGPT's impact from both student and instructor perspectives. Additionally, we identify several potential benefits that ChatGPT can offer to both groups. Overall, we believe that this study significantly clarifies and advances our understanding of ChatGPT's capabilities and potential impact on computer science education.","Sat, 29 Apr 2023 20:30:32 UTC (3,167 KB)[v2] Thu, 4 May 2023 00:56:38 UTC (3,167 KB)"
"88","Introduction to the theory of digital spaces","Alexander V. Evako","General Topology (math.GN)","This book provides an introduction to the theory of digital (molecular) spaces (TDS). Digital spaces are combinatorial models of continuous spaces. TDS is one of alternative branches of digital topology that studies constructing and modifying 2, 3 and n-dimensional digital image arrays in a computer and its memory. Demands for mathematical theory of multidimensional spaces built of finite number of points appeared in connection with the use of many dimensional images in computer programs. This work presents, as examples, digital models of n-dimensional Euclidean spaces, n-dimensional spheres, a torus, a projective plane, etc. Methods of TMS can work successfully in such areas as biology, chemistry, industry, medicine, etc. The book is organized as follows. Digital models of continuous spaces are the intersection graphs of special locally centered lamp covers of continuous spaces. Digital models are represented by graphs, algebraic matrices and a set of unit cubes in n-dimensional Euclidean space. The main mathematical characteristics of digital models of continuous spaces, such as the dimension, the Euler characteristic, the homology groups and others, are the same as those of their continuous counterparts. Contractible transformations of digital spaces, that change the number of elements, do not change the mathematical characteristics and properties of digital spaces. The main goal is to construct digital models of continuous spaces and to explain how to use the new methods to work with mathematical objects. The emphasis is on introducing the readers to the basics and conceptual understanding of what TDS is.","Sat, 15 Apr 2023 13:24:31 UTC (3,336 KB)"
"89","A Survey of Methods for Converting Unstructured Data to CSG Models","Pierre-Alain Fayolle, Markus Friedrich","Graphics (cs.GR)","The goal of this document is to survey existing methods for recovering CSG representations from unstructured data such as 3D point-clouds or polygon meshes. We review and discuss related topics such as the segmentation and fitting of the input data. We cover techniques from solid modeling and CAD for polyhedron to CSG and B-rep to CSG conversion. We look at approaches coming from program synthesis, evolutionary techniques (such as genetic programming or genetic algorithm), and deep learning methods. Finally, we conclude with a discussion of techniques for the generation of computer programs representing solids (not just CSG models) and higher-level representations (such as, for example, the ones based on sketch and extrusion or feature based operations).","Tue, 2 May 2023 06:19:50 UTC (1,771 KB)"
"90","Thinking beyond chatbots' threat to education: Visualizations to elucidate the writing and coding process","Badri Adhikari","Computers and Society (cs.CY)","The landscape of educational practices for teaching and learning languages has been predominantly centered around outcome-driven approaches. The recent accessibility of large language models has thoroughly disrupted these approaches. As we transform our language teaching and learning practices to account for this disruption, it is important to note that language learning plays a pivotal role in developing human intelligence. Writing and computer programming are two essential skills integral to our education systems. What and how we write shapes our thinking and sets us on the path of self-directed learning. While most educators understand that `process' and `product' are both important and inseparable, in most educational settings, providing constructive feedback on a learner's formative process is challenging. For instance, it is straightforward in computer programming to assess whether a learner-submitted code runs. However, evaluating the learner's creative process and providing meaningful feedback on the process can be challenging. To address this long-standing issue in education (and learning), this work presents a new set of visualization tools to summarize the inherent and taught capabilities of a learner's writing or programming process. These interactive Process Visualizations (PVs) provide insightful, empowering, and personalized process-oriented feedback to the learners. The toolbox is ready to be tested by educators and learners and is publicly available at this http URL. Focusing on providing feedback on a learner's process--from self, peers, and educators--will facilitate learners' ability to acquire higher-order skills such as self-directed learning and metacognition.","Tue, 25 Apr 2023 22:11:29 UTC (3,257 KB)"
"91","A diagrammatic method to compute the effective Hamiltonian of driven nonlinear oscillators","Xu Xiao, Jayameenakshi Venkatraman, Rodrigo G. Cortiñas, Shoumik Chowdhury, Michel H. Devoret","Quantum Physics (quant-ph)","In this work, we present a new method, based on Feynman-like diagrams, for computing the effective Hamiltonian of driven nonlinear oscillators. The pictorial structure associated with each diagram corresponds directly to a Hamiltonian term, the prefactor of which involves a simple counting of topologically equivalent diagrams. We also leverage the algorithmic simplicity of our scheme in a readily available computer program that generates the effective Hamiltonian to arbitrary order. At the heart of our diagrammatic method is a novel canonical perturbation expansion developed in phase space to capture the quantum nonlinear dynamics. A merit of this expansion is that it reduces to classical harmonic balance in the limit of $\hbar\rightarrow0$. Our method establishes the foundation of the dynamic control of quantum systems with the precision needed for future quantum machines. We demonstrate its value by treating five examples from the field of superconducting circuits. These examples involve an experimental proposal for the Hamiltonian stabilization of a three-legged Schrödinger cat, modeling of energy renormalization phenomena in superconducting circuits experiments, a comprehensive characterization of multiphoton resonances in a driven transmon, a proposal for an novel inductively shunted transmon circuit, and a characterization of classical ultra-subharmonic bifurcation in driven oscillators. Lastly, we benchmark the performance of our method by comparing it with experimental data and exact Floquet numerical diagonalization.","Wed, 26 Apr 2023 16:31:21 UTC (7,282 KB)"
"92","AI-assisted coding: Experiments with GPT-4","Russell A Poldrack, Thomas Lu, Gašper Beguš","Artificial Intelligence (cs.AI)","Artificial intelligence (AI) tools based on large language models have acheived human-level performance on some computer programming tasks. We report several experiments using GPT-4 to generate computer code. These experiments demonstrate that AI code generation using the current generation of tools, while powerful, requires substantial human validation to ensure accurate performance. We also demonstrate that GPT-4 refactoring of existing code can significantly improve that code along several established metrics for code quality, and we show that GPT-4 can generate tests with substantial coverage, but that many of the tests fail when applied to the associated code. These findings suggest that while AI coding tools are very powerful, they still require humans in the loop to ensure validity and accuracy of the results.","Tue, 25 Apr 2023 22:59:01 UTC (1,310 KB)"
"93","ChatGPT (Feb 13 Version) is a Chinese Room","Maurice HT Ling","Computation and Language (cs.CL)","ChatGPT has gained both positive and negative publicity after reports suggesting that it is able to pass various professional and licensing examinations. This suggests that ChatGPT may pass Turing Test in the near future. However, a computer program that passing Turing Test can either mean that it is a Chinese Room or artificially conscious. Hence, the question of whether the current state of ChatGPT is more of a Chinese Room or approaching artificial consciousness remains. Here, I demonstrate that the current version of ChatGPT (Feb 13 version) is a Chinese Room. Despite potential evidence of cognitive connections, ChatGPT exhibits critical errors in causal reasoning. At the same time, I demonstrate that ChatGPT can generate all possible categorical responses to the same question and response with erroneous examples; thus, questioning its utility as a learning tool. I also show that ChatGPT is capable of artificial hallucination, which is defined as generating confidently wrong replies. It is likely that errors in causal reasoning leads to hallucinations. More critically, ChatGPT generates false references to mimic real publications. Therefore, its utility is cautioned.","Sun, 19 Feb 2023 01:52:06 UTC (2,048 KB)"
"94","Program Comprehension Does Not Primarily Rely On the Language Centers of the Human Brain","Shashank Srikant, Anna A. Ivanova, Yotaro Sueoka, Hope H. Kean, Riva Dhamala, Evelina Fedorenko, Marina U. Bers, Una-May O'Reilly","Software Engineering (cs.SE)","Our goal is to identify brain regions involved in comprehending computer programs. We use functional magnetic resonance imaging (fMRI) to investigate two candidate systems of brain regions which may support this -- the Multiple Demand (MD) system, known to respond to a range of cognitively demanding tasks, and the Language system (LS), known to primarily respond to language stimuli. We devise experiment conditions to isolate the act of code comprehension, and employ a state-of-the-art method to locate brain systems of interest. We administer these experiments in Python (24 participants) and Scratch Jr. (19 participants) - which provides a visual interface to programming, thus eliminating the effect of text in code comprehension. From this robust experiment setup, we find that the Language system is not consistently involved in code comprehension, while the MD is. Further, we find no other brain regions beyond those in the MD to be responsive to code. We also find that variable names, the control flow used in the program, and the types of operations performed do not affect brain responses. We discuss the implications of our findings on the software engineering and CS education communities.","Tue, 11 Apr 2023 17:40:46 UTC (11,381 KB)"
"95","LLMs can generate robotic scripts from goal-oriented instructions in biological laboratory automation","Takashi Inagaki, Akari Kato, Koichi Takahashi, Haruka Ozaki, Genki N. Kanda","Quantitative Methods (q-bio.QM)","The use of laboratory automation by all researchers may substantially accelerate scientific activities by humans, including those in the life sciences. However, computer programs to operate robots should be written to implement laboratory automation, which requires technical knowledge and skills that may not be part of a researcher's training or expertise. In the last few years, there has been remarkable development in large language models (LLMs) such as GPT-4, which can generate computer codes based on natural language instructions. In this study, we used LLMs, including GPT-4, to generate scripts for robot operations in biological experiments based on ambiguous instructions. GPT-4 successfully generates scripts for OT-2, an automated liquid-handling robot, from simple instructions in natural language without specifying the robotic actions. Conventionally, translating the nuances of biological experiments into low-level robot actions requires researchers to understand both biology and robotics, imagine robot actions, and write robotic scripts. Our results showed that GPT-4 can connect the context of biological experiments with robot operation through simple prompts with expert-level contextual understanding and inherent knowledge. Replacing robot script programming, which is a tedious task for biological researchers, with natural-language LLM instructions that do not consider robot behavior significantly increases the number of researchers who can benefit from automating biological experiments.","Tue, 18 Apr 2023 09:15:37 UTC (1,353 KB)"
"96","A Neural Lambda Calculus: Neurosymbolic AI meets the foundations of computing and functional programming","João Flach, Luis C. Lamb","Machine Learning (cs.LG)","Over the last decades, deep neural networks based-models became the dominant paradigm in machine learning. Further, the use of artificial neural networks in symbolic learning has been seen as increasingly relevant recently. To study the capabilities of neural networks in the symbolic AI domain, researchers have explored the ability of deep neural networks to learn mathematical constructions, such as addition and multiplication, logic inference, such as theorem provers, and even the execution of computer programs. The latter is known to be too complex a task for neural networks. Therefore, the results were not always successful, and often required the introduction of biased elements in the learning process, in addition to restricting the scope of possible programs to be executed. In this work, we will analyze the ability of neural networks to learn how to execute programs as a whole. To do so, we propose a different approach. Instead of using an imperative programming language, with complex structures, we use the Lambda Calculus ({\lambda}-Calculus), a simple, but Turing-Complete mathematical formalism, which serves as the basis for modern functional programming languages and is at the heart of computability theory. We will introduce the use of integrated neural learning and lambda calculi formalization. Finally, we explore execution of a program in {\lambda}-Calculus is based on reductions, we will show that it is enough to learn how to perform these reductions so that we can execute any program. Keywords: Machine Learning, Lambda Calculus, Neurosymbolic AI, Neural Networks, Transformer Model, Sequence-to-Sequence Models, Computational Models","Tue, 18 Apr 2023 20:30:16 UTC (777 KB)"
"97","Magnitude of arithmetic scalar and matrix categories","Steve Huntsman","Category Theory (math.CT)","We develop tools for explicitly constructing categories enriched over generating data and that compose via ordinary scalar and matrix arithmetic arithmetic operations. We characterize meaningful size maps, weightings, and magnitude that reveal features analogous to outliers that these same notions have previously been shown to reveal in the context of metric spaces. Throughout, we provide examples of such ""outlier detection"" relevant to the analysis of computer programs, neural networks, cyber-physical systems, and networks of communications channels.","Mon, 17 Apr 2023 14:54:26 UTC (1,623 KB)"
"98","Dialogue Games for Benchmarking Language Understanding: Motivation, Taxonomy, Strategy","David Schlangen","Computation and Language (cs.CL)","How does one measure ""ability to understand language""? If it is a person's ability that is being measured, this is a question that almost never poses itself in an unqualified manner: Whatever formal test is applied, it takes place on the background of the person's language use in daily social practice, and what is measured is a specialised variety of language understanding (e.g., of a second language; or of written, technical language). Computer programs do not have this background. What does that mean for the applicability of formal tests of language understanding? I argue that such tests need to be complemented with tests of language use embedded in a practice, to arrive at a more comprehensive evaluation of ""artificial language understanding"". To do such tests systematically, I propose to use ""Dialogue Games"" -- constructed activities that provide a situational embedding for language use. I describe a taxonomy of Dialogue Game types, linked to a model of underlying capabilites that are tested, and thereby giving an argument for the \emph{construct validity} of the test. I close with showing how the internal structure of the taxonomy suggests an ordering from more specialised to more general situational language understanding, which potentially can provide some strategic guidance for development in this field.","Fri, 14 Apr 2023 09:11:36 UTC (258 KB)"
"99","Emergent autonomous scientific research capabilities of large language models","Daniil A. Boiko, Robert MacKnight, Gabe Gomes","Chemical Physics (physics.chem-ph)","Transformer-based large language models are rapidly advancing in the field of machine learning research, with applications spanning natural language, biology, chemistry, and computer programming. Extreme scaling and reinforcement learning from human feedback have significantly improved the quality of generated text, enabling these models to perform various tasks and reason about their choices. In this paper, we present an Intelligent Agent system that combines multiple large language models for autonomous design, planning, and execution of scientific experiments. We showcase the Agent's scientific research capabilities with three distinct examples, with the most complex being the successful performance of catalyzed cross-coupling reactions. Finally, we discuss the safety implications of such systems and propose measures to prevent their misuse.","Tue, 11 Apr 2023 16:50:17 UTC (2,801 KB)"
"100","A native measurement-based QAOA algorithm, applied to the MAX K-CUT problem","Massimiliano Proietti, Filippo Cerocchi, Massimiliano Dispenza","Quantum Physics (quant-ph)","Photonic quantum computers, programmed within the framework of the measurement-based quantum computing (MBQC), currently concur with gate-based platforms in the race towards useful quantum advantage, and some algorithms emerged as main candidates to reach this goal in the near term. Yet, the majority of these algorithms are only expressed in the gate-based model of computation, which is incompatible with photonic platforms. Methods to translate gate-based algorithms into the MBQC framework exist, but they are not always optimal in terms of resource cost. In our work, we propose an MBQC algorithm to run the Quantum Approximate Optimization Algorithm (QAOA). Furthermore, we apply the MBQC-QAOA algorithm to the MAX $K$-CUT problem, working for all values of $K$, expressing the cost Hamiltonian and its constraints in a form easily implementable in the MBQC model. We conclude analyzing the resource-cost of our algorithm, compared to the case of translating a gate-based QAOA algorithm into MBQC rules showing up to a 30-fold improvement. With our work, we contribute to close the gap between gate-based and MBQC near-term algorithms, a gap not reflecting the current status of the hardware development.","Fri, 7 Apr 2023 10:23:28 UTC (376 KB)"
"101","GI Software with fewer Data Cache Misses","William B. Langdon, Justyna Petke, Aymeric Blot, David Clark","Neural and Evolutionary Computing (cs.NE)","By their very name caches are often overlooked and yet play a vital role in the performance of modern and indeed future hardware. Using MAGPIE (Machine Automated General Performance Improvement via Evolution of software) we show genetic improvement GI can reduce the cache load of existing computer programs. Operating on lines of C and C++ source code using local search, Magpie can generate new functionally equivalent variants which generate fewer L1 data cache misses. Cache miss reduction is tested on two industrial open source programs (Google's Open Location Code OLC and Uber's Hexagonal Hierarchical Spatial Index H3) and two 2D photograph image processing tasks, counting pixels and OpenCV's SEEDS segmentation algorithm.
Magpie's patches functionally generalise. In one case they reduce data misses on the highest performance L1 cache dramatically by 47 percent.","Thu, 6 Apr 2023 17:15:48 UTC (547 KB)"
"102","HOTGP -- Higher-Order Typed Genetic Programming","Matheus Campos Fernandes, Fabrício Olivetti de França, Emilio Francesquini","Neural and Evolutionary Computing (cs.NE)","Program synthesis is the process of generating a computer program following a set of specifications, which can be a high-level description of the problem and/or a set of input-output examples. The synthesis can be modeled as a search problem in which the search space is the set of all the programs valid under a grammar. As the search space is vast, brute force is usually not viable and search heuristics, such as genetic programming, also have difficulty navigating it without any guidance. In this paper we present HOTGP, a new genetic programming algorithm that synthesizes pure, typed, and functional programs. HOTGP leverages the knowledge provided by the rich data-types associated with the specification and the built-in grammar to constrain the search space and improve the performance of the synthesis. The grammar is based on Haskell's standard base library (the synthesized code can be directly compiled using any standard Haskell compiler) and includes support for higher-order functions, $\lambda$-functions, and parametric polymorphism. Experimental results show that, when compared to $6$ state-of-the-art algorithms using a standard set of benchmarks, HOTGP is competitive and capable of synthesizing the correct programs more frequently than any other of the evaluated algorithms.","Thu, 6 Apr 2023 16:23:34 UTC (166 KB)"
"103","Classification and enumeration of lattice polygons in a disc","Qiuyue Liu, Yuqin Zhang, Zhanyuan Cai","Metric Geometry (math.MG)","In 1980, V. I. Arnold studied the classification problem for convex lattice polygons of given area. Since then, this problem and its analogues have been studied by many authors, including $\mathrm{B\acute{a}r\acute{a}ny}$, Lagarias, Pach, Santos, Ziegler and Zong. Recently, Zong proposed two computer programs to prove Hadwiger's covering conjecture and Borsuk's partition problem, respectively, based on enumeration of the convex lattice polytopes contained in certain balls. For this purpose, similar to $\mathrm{B\acute{a}r\acute{a}ny}$ and Pach's work on volume and Liu and Zong's work on cardinality, we obtain bounds on the number of non-equivalent convex lattice polygons in a given disc. Furthermore, we propose an algorithm to enumerate these convex lattice polygons.","Mon, 27 Mar 2023 03:20:53 UTC (20 KB)"
"104","OpenSCV: An Open Hierarchical Taxonomy for Smart Contract Vulnerabilities","Fernando Richter Vidal, Naghmeh Ivaki, Nuno Laranjeiro","Cryptography and Security (cs.CR)","Smart contracts are nowadays at the core of most blockchain systems, as they specify and allow an agreement between entities that wish to perform a transaction. As any computer program, smart contracts are subject to the presence of residual faults, including severe security vulnerabilities, which require that the vulnerable contract is terminated in the blockchain. In this context, research began to be developed to prevent the deployment of smart contract holding vulnerabilities, mostly in the form of vulnerability detection tools. Along with these efforts, several and heterogeneous vulnerability classification schemes arised (e.g., most notably DASP and SWC). At the time of writing, these are mostly outdated initiatives, despite the fact that smart contract vulnerabilities are continuously being discovered and the associated rich information being mostly disregarded. In this paper, we propose OpenSCV, a new and Open hierarchical taxonomy for Smart Contract Vulnerabilities, which is open to community contributions and matches the current state of the practice, while being prepared to handle future modifications and evolution. The taxonomy was built based on the analysis of research on vulnerability classification, community-maintained classification schemes, and research on smart contract vulnerability detection. We show how OpenSCV covers the announced detection ability of current vulnerability detection tools, and highlight its usefulness as a resource in smart contract vulnerability research.","Sat, 25 Mar 2023 17:31:02 UTC (668 KB)[v2] Fri, 7 Apr 2023 16:24:59 UTC (669 KB)"
"105","The First Computer Program","Raúl Rojas","General Literature (cs.GL)","In 1837, the first computer program in history was sketched by the renowned mathematician and inventor Charles Babbage. It was a program for the Analytical Engine. The program consists of a sequence of arithmetical operations and the necessary variable addresses (memory locations) of the arguments and the result, displayed in tabular fashion, like a program trace. The program computes the solutions for a system of two linear equations in two unknowns.","Fri, 24 Mar 2023 01:46:27 UTC (6 KB)"
"106","Many bioinformatics programming tasks can be automated with ChatGPT","Stephen R. Piccolo, Paul Denny, Andrew Luxton-Reilly, Samuel Payne, Perry G. Ridge","Other Quantitative Biology (q-bio.OT)","Computer programming is a fundamental tool for life scientists, allowing them to carry out many essential research tasks. However, despite a variety of educational efforts, learning to write code can be a challenging endeavor for both researchers and students in life science disciplines. Recent advances in artificial intelligence have made it possible to translate human-language prompts to functional code, raising questions about whether these technologies can aid (or replace) life scientists' efforts to write code. Using 184 programming exercises from an introductory-bioinformatics course, we evaluated the extent to which one such model -- OpenAI's ChatGPT -- can successfully complete basic- to moderate-level programming tasks. On its first attempt, ChatGPT solved 139 (75.5%) of the exercises. For the remaining exercises, we provided natural-language feedback to the model, prompting it to try different approaches. Within 7 or fewer attempts, ChatGPT solved 179 (97.3%) of the exercises. These findings have important implications for life-sciences research and education. For many programming tasks, researchers no longer need to write code from scratch. Instead, machine-learning models may produce usable solutions. Instructors may need to adapt their pedagogical approaches and assessment techniques to account for these new capabilities that are available to the general public.","Tue, 7 Mar 2023 23:32:17 UTC (221 KB)"
"107","Holographic torus correlators of stress tensor in $AdS_3/CFT_2$","Song He, Yi Li, Yun-Ze Li, Yunda Zhang","High Energy Physics - Theory (hep-th)","In the context of $\rm AdS_3/CFT_2$, we investigate holographic correlators of the stress tensor of a conformal field theory (CFT) on a torus in this work. To calculate the correlators of the stress tensor, we employ the Einstein-Hilbert theory of gravity and perturbatively solve Einstein's equation in the bulk. We offer an explicit prescription to develop a recurrence relation that makes it simple to compute higher point correlators. The correlators and the recurrence relation are found to be consistent with what is known in CFTs. Following the spirit of the proposed cutoff $\rm AdS$/$T\bar{T}$ CFT holography, we then expand our computation program to investigate holographic torus correlators at a finite cutoff in the $\rm AdS_3$. A parallel recurrence relation associated with higher point correlators can be obtained.","Thu, 23 Mar 2023 14:02:23 UTC (252 KB)"
"108","Probabilistic relations for modelling epistemic and aleatoric uncertainty: semantics and automated reasoning with theorem proving","Kangfeng Ye, Jim Woodcock, Simon Foster","Logic in Computer Science (cs.LO)","Probabilistic programming combines general computer programming, statistical inference, and formal semantics to help systems make decisions when facing uncertainty. Probabilistic programs are ubiquitous, including having a significant impact on machine intelligence. While many probabilistic algorithms have been used in practice in different domains, their automated verification based on formal semantics is still a relatively new research area. In the last two decades, it has attracted much interest. Many challenges, however, remain. The work presented in this paper, probabilistic relations, takes a step towards our vision to tackle these challenges.
Our work is based on Hehner's predicative probabilistic programming, but there are several obstacles to the broader adoption of his work. Our contributions here include (1) the formalisation of its syntax and semantics by introducing an Iverson bracket notation to separate relations from arithmetic; (2) the formalisation of relations using Unifying Theories of Programming (UTP) and probabilities outside the brackets using summation over the topological space of the real numbers; (3) the constructive semantics for probabilistic loops using Kleene's fixed-point theorem; (4) the enrichment of its semantics from distributions to subdistributions and superdistributions to deal with the constructive semantics; (5) the unique fixed-point theorem to simplify the reasoning about probabilistic loops; and (6) the mechanisation of our theory in Isabelle/UTP, an implementation of UTP in Isabelle/HOL, for automated reasoning using theorem proving.
We demonstrate our work with six examples, including problems in robot localisation, classification in machine learning, and the termination of probabilistic loops.","Thu, 16 Mar 2023 23:36:57 UTC (132 KB)[v2] Thu, 15 Jun 2023 14:32:35 UTC (152 KB)"
"109","WikiCoder: Learning to Write Knowledge-Powered Code","Théo Matricon, Nathanaël Fijalkow, Gaëtan Margueritte","Machine Learning (cs.LG)","We tackle the problem of automatic generation of computer programs from a few pairs of input-output examples. The starting point of this work is the observation that in many applications a solution program must use external knowledge not present in the examples: we call such programs knowledge-powered since they can refer to information collected from a knowledge graph such as Wikipedia. This paper makes a first step towards knowledge-powered program synthesis. We present WikiCoder, a system building upon state of the art machine-learned program synthesizers and integrating knowledge graphs. We evaluate it to show its wide applicability over different domains and discuss its limitations. WikiCoder solves tasks that no program synthesizers were able to solve before thanks to the use of knowledge graphs, while integrating with recent developments in the field to operate at scale.","Wed, 15 Mar 2023 12:50:54 UTC (947 KB)"
"110","Gene Expression Programming for Quantum Computing","Gonzalo Alvarez, Ryan Bennink, Stephan Irle, Jacek Jakowski","Quantum Physics (quant-ph)","We introduce QuantumGEP, a scientific computer program that uses gene expression programming (GEP) to find a quantum circuit that either (i) maps a given set of input states to a given set of output states, or (ii) transforms a fixed initial state to minimize a given physical quantity of the output state. QuantumGEP is a driver program that uses evendim, a generic computational engine for GEP, both of which are free and open source. We apply QuantumGEP as a powerful solver for MaxCut in graphs, and for condensed matter quantum many-body Hamiltonians.","Tue, 14 Mar 2023 19:43:47 UTC (211 KB)"
